City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
252,plainfield,40.6168,-74.4173,280.51,77,100,3.09,US,1706904782
253,thompson,55.7435,-97.8558,272.24,93,100,2.57,CA,1706904867
254,enewetak,11.3474,162.3373,299.61,84,100,10.52,MH,1706904867
255,forster,-32.1667,152.5167,294.98,83,74,3.52,AU,1706904868
256,xiaoweizhai,26.1903,107.5125,281.12,99,100,1.53,CN,1706904869
257,gillette,44.2911,-105.5022,284.66,45,100,6.17,US,1706904606
258,kerikeri,-35.2268,173.9474,291.84,85,36,5.12,NZ,1706904630
259,jaguarari,-10.2639,-40.1958,301.87,42,82,4.35,BR,1706904870
260,fort st. john,56.2499,-120.8529,268.09,100,100,2.57,CA,1706904870
261,trenggalek,-8.05,111.7167,297.56,94,97,1.41,ID,1706904871
262,pemangkat,1.1667,108.9667,298.51,89,100,3.44,ID,1706904871
263,puerto aysen,-45.4,-72.7,288.22,83,84,3.7,CL,1706904871
264,whakatane,-37.9585,176.9854,290.1,88,99,0.89,NZ,1706904872
265,neuquen,-38.9516,-68.0591,309.94,10,0,8.4,AR,1706904625
266,antalaha,-14.9003,50.2788,297.98,89,58,2.39,MG,1706904872
267,same,-4.0667,37.7333,295.53,81,100,2.13,TZ,1706904873
268,ancud,-41.8697,-73.8203,290.14,76,45,5.04,CL,1706904876
269,bandarbeyla,9.4942,50.8122,297.39,80,91,3.22,SO,1706904877
270,langepas,61.2544,75.2124,251.97,100,96,2.68,RU,1706904880
271,mount gambier,-37.8333,140.7667,281.88,88,0,1.69,AU,1706904758
272,awjilah,29.1081,21.2869,287.14,53,100,1.31,LY,1706904883
273,rongelap,11.1635,166.8941,299.58,84,100,10.11,MH,1706904883
274,varna,43.2167,27.9167,276.73,70,69,1.54,BG,1706904697
275,kayenta,36.7278,-110.2546,277.77,64,100,8.12,US,1706904885
276,wilmington,34.2257,-77.9447,292.1,52,0,2.24,US,1706904885
277,debica,50.0515,21.4114,277.67,74,100,4.72,PL,1706904886
278,novyy urengoy,66.0833,76.6333,260.8,91,100,6.01,RU,1706904640
